type,entry_time,entry_price,close_time,close_price,support,resistance
short,2020-09-04 00:15:00,10680.27,2020-09-04 05:00:00,10075.15,10688.24,
short,2020-09-05 01:25:00,10570.13,2020-09-05 18:10:00,9977.93,10504.72,
short,2020-09-21 05:20:00,10918.59,2020-09-21 20:10:00,10371.22,10920.43,
short,2020-10-28 01:55:00,13673.73,2020-10-28 19:40:00,12972.84,13661.79,
short,2020-11-09 17:35:00,15678.73,2020-11-09 21:40:00,14852.0,15659.0,
short,2020-11-22 00:15:00,18762.21,2020-11-22 17:15:00,17788.19,18729.76,
short,2020-11-26 00:15:00,19103.31,2020-11-26 09:00:00,17547.33,19040.94,
short,2020-11-26 09:20:00,17995.4,2020-11-26 22:30:00,16511.99,17464.52,
short,2020-12-01 00:15:00,19317.04,2020-12-01 18:40:00,18181.46,19150.37,
short,2020-12-09 00:15:00,18850.01,2020-12-09 13:45:00,17890.01,18840.51,
short,2020-12-21 00:15:00,23856.04,2020-12-21 16:25:00,22445.99,23760.07,
short,2020-12-27 16:45:00,28297.05,2020-12-27 23:30:00,26639.84,28064.4,
short,2021-01-03 00:15:00,32810.0,2021-01-03 02:25:00,30667.22,32616.48,
short,2021-01-03 13:05:00,34536.07,2021-01-03 22:35:00,32598.03,34360.0,
short,2021-01-04 00:15:00,32729.98,2021-01-04 15:40:00,29800.0,32267.0,
short,2021-01-05 05:20:00,31920.48,2021-01-05 11:40:00,30045.22,31809.45,
short,2021-01-08 01:15:00,39099.99,2021-01-08 08:10:00,36630.97,38680.0,
short,2021-01-10 00:15:00,40595.28,2021-01-10 22:50:00,38389.07,40629.42,
short,2021-01-11 00:15:00,37872.69,2021-01-11 01:55:00,35932.8,38025.0,
short,2021-01-11 02:15:00,37257.99,2021-01-11 09:05:00,34357.93,36300.0,
short,2021-01-11 09:25:00,35438.23,2021-01-11 19:30:00,32374.74,34151.69,
short,2021-01-11 20:00:00,33117.71,2021-01-11 22:00:00,30659.24,32295.0,
short,2021-01-12 04:45:00,35258.8,2021-01-12 20:00:00,32876.76,34620.0,
short,2021-01-13 00:15:00,34936.04,2021-01-13 05:55:00,33081.26,34947.36,
short,2021-01-15 00:15:00,39429.24,2021-01-15 18:45:00,37274.24,39270.46,
short,2021-01-15 19:05:00,37723.84,2021-01-15 21:30:00,34779.1,37401.0,
short,2021-01-17 00:15:00,36937.03,2021-01-17 13:00:00,34757.55,36813.01,
short,2021-01-20 00:15:00,36732.3,2021-01-20 15:05:00,34890.82,36770.35,
short,2021-01-21 00:15:00,34963.83,2021-01-21 14:40:00,32926.56,34823.0,
short,2021-01-21 15:00:00,32679.73,2021-01-21 22:25:00,31083.5,32739.54,
short,2021-01-22 00:15:00,31724.34,2021-01-22 05:50:00,30077.48,31742.45,
short,2021-01-23 00:55:00,33586.53,2021-01-23 18:30:00,31476.53,33158.1,
short,2021-01-26 00:15:00,33750.88,2021-01-26 08:50:00,32010.59,33703.99,
short,2021-01-27 00:15:00,32059.61,2021-01-27 17:40:00,30407.0,32033.31,
short,2021-01-29 05:45:00,33943.99,2021-01-29 13:00:00,31925.28,33699.99,
short,2021-01-29 15:10:00,36205.28,2021-01-29 23:55:00,35003.72,36885.51,
short,2021-01-30 00:15:00,34866.39,2021-01-30 09:00:00,33124.51,34888.0,
short,2021-01-31 00:15:00,34228.55,2021-01-31 23:20:00,32355.95,34132.77,
short,2021-02-04 13:55:00,38664.52,2021-02-04 20:50:00,36306.72,38292.96,
short,2021-02-07 00:15:00,40300.0,2021-02-07 10:00:00,38182.19,40341.17,
short,2021-02-07 15:25:00,39513.92,2021-02-07 21:40:00,37559.99,39538.49,
short,2021-02-09 12:35:00,47589.14,2021-02-09 18:15:00,45234.61,47752.02,
short,2021-02-10 00:15:00,47074.06,2021-02-10 18:05:00,44774.99,47190.02,
short,2021-02-15 00:35:00,48844.52,2021-02-15 07:50:00,46170.84,48620.5,
short,2021-02-22 00:15:00,58019.37,2021-02-22 15:30:00,54545.17,57616.0,
short,2021-02-22 15:50:00,54510.48,2021-02-22 19:40:00,50517.37,53505.7,
short,2021-02-23 00:15:00,53183.55,2021-02-23 10:30:00,50101.34,52753.56,
